epoch,accuracy,loss,val_accuracy,val_loss
0,0.6573125123977661,0.6313269138336182,0.7149999737739563,0.5626348853111267
1,0.7463124990463257,0.5260788798332214,0.7379999756813049,0.5230852365493774
2,0.7901250123977661,0.44941356778144836,0.7602499723434448,0.495174378156662
3,0.8349375128746033,0.37074846029281616,0.7925000190734863,0.45690351724624634
4,0.8784375190734863,0.2873884439468384,0.8015000224113464,0.4685116708278656
5,0.9112499952316284,0.21942193806171417,0.8077499866485596,0.49837663769721985
6,0.9391250014305115,0.15832144021987915,0.8147500157356262,0.5339007377624512
